zapis,cas_ms,cas_min,temperatura_C,zracna_vlaga_pct,svetloba_lux,zemlja_pct,zemlja_raw,temp_ok,vlaga_ok,svetloba_ok,zemlja_ok
109,32700000,545.000,26.6,55.0,3.3,99.2,1140,1,1,1,1
110,33000000,550.000,26.5,55.0,1.7,99.2,1140,1,1,1,1
111,33300000,555.000,26.7,55.0,0.8,99.3,1138,1,1,1,1
112,33600000,560.000,26.5,55.0,0.0,99.3,1139,1,1,1,1
113,33900000,565.000,26.5,55.0,0.0,99.1,1141,1,1,1,1
114,34200000,570.000,26.5,55.0,0.0,99.2,1140,1,1,1,1
115,34500000,575.000,26.5,52.0,0.0,99.3,1139,1,1,1,1
116,34800000,580.000,26.7,48.0,0.0,99.3,1138,1,1,1,1
117,35100000,585.000,26.8,54.0,0.0,99.3,1139,1,1,1,1
118,35400000,590.000,26.7,55.0,0.0,99.2,1140,1,1,1,1
119,35700000,595.000,27.0,57.0,0.0,99.1,1141,1,1,1,1
120,36000000,600.000,27.2,57.0,0.0,99.1,1141,1,1,1,1
121,36300000,605.000,27.1,57.0,0.0,99.1,1141,1,1,1,1
122,36600000,610.000,27.0,59.0,0.0,99.1,1141,1,1,1,1
123,36900000,615.000,27.0,63.0,0.0,99.1,1142,1,1,1,1
124,37200000,620.000,27.0,64.0,0.0,99.0,1143,1,1,1,1
125,37500000,625.000,27.2,60.0,3.3,99.0,1143,1,1,1,1
126,37800000,630.000,27.0,58.0,3.3,99.1,1142,1,1,1,1
127,38100000,635.000,26.9,57.0,3.3,99.1,1141,1,1,1,1
128,38400000,640.000,26.9,56.0,3.3,99.1,1141,1,1,1,1
129,38700000,645.000,26.9,54.0,3.3,99.1,1142,1,1,1,1
130,39000000,650.000,27.0,54.0,3.3,99.1,1142,1,1,1,1
131,39300000,655.000,27.0,54.0,3.3,99.1,1141,1,1,1,1
132,39600000,660.000,27.0,54.0,3.3,99.2,1140,1,1,1,1
133,39900000,665.000,27.1,54.0,3.3,99.1,1141,1,1,1,1
134,40200000,670.000,27.2,53.0,3.3,99.1,1141,1,1,1,1
135,40500000,675.000,26.9,52.0,3.3,99.1,1141,1,1,1,1
136,40800000,680.000,26.9,53.0,3.3,99.2,1140,1,1,1,1
137,41100000,685.000,27.0,54.0,3.3,99.1,1141,1,1,1,1
138,41400000,690.000,27.0,54.0,3.3,99.1,1141,1,1,1,1
139,41700000,695.000,27.0,53.0,3.3,99.2,1140,1,1,1,1
140,42000000,700.000,26.9,52.0,3.3,99.1,1142,1,1,1,1
141,42300000,705.000,26.9,51.0,3.3,99.2,1140,1,1,1,1
142,42600000,710.000,26.9,51.0,3.3,99.2,1140,1,1,1,1
143,42900000,715.000,26.8,53.0,2.5,99.1,1141,1,1,1,1
144,43200000,720.000,26.8,54.0,2.5,99.1,1141,1,1,1,1
145,43500000,725.000,26.7,55.0,2.5,99.1,1141,1,1,1,1
146,43800000,730.000,26.7,56.0,2.5,99.3,1139,1,1,1,1
147,44100000,735.000,26.7,57.0,2.5,99.3,1139,1,1,1,1
148,44400000,740.000,26.7,56.0,0.0,99.3,1139,1,1,1,1
149,44700000,745.000,26.7,54.0,0.0,99.1,1141,1,1,1,1
150,45000000,750.000,26.8,54.0,0.0,99.2,1140,1,1,1,1
151,45300000,755.000,26.7,54.0,0.0,99.2,1140,1,1,1,1
152,45600000,760.000,26.7,54.0,0.0,99.4,1137,1,1,1,1
153,45900000,765.000,27.0,55.0,0.0,99.3,1139,1,1,1,1
154,46200000,770.000,26.7,55.0,0.0,99.2,1140,1,1,1,1
155,46500000,775.000,26.8,56.0,0.0,99.2,1140,1,1,1,1
156,46800000,780.000,26.8,56.0,0.0,99.3,1139,1,1,1,1
157,47100000,785.000,26.7,57.0,0.0,99.2,1140,1,1,1,1
158,47400000,790.000,26.7,57.0,0.0,99.3,1139,1,1,1,1
159,47700000,795.000,26.9,58.0,0.0,99.2,1140,1,1,1,1
160,48000000,800.000,26.8,58.0,0.0,99.2,1140,1,1,1,1
161,48300000,805.000,27.0,58.0,0.0,99.2,1140,1,1,1,1
162,48600000,810.000,26.8,58.0,0.0,99.1,1141,1,1,1,1
163,48900000,815.000,27.0,57.0,0.0,99.2,1140,1,1,1,1
164,49200000,820.000,26.7,57.0,0.0,99.3,1139,1,1,1,1
165,49500000,825.000,26.7,57.0,0.0,99.2,1140,1,1,1,1
166,49800000,830.000,26.9,57.0,0.0,99.3,1139,1,1,1,1
167,50100000,835.000,26.7,57.0,0.0,99.3,1139,1,1,1,1
168,50400000,840.000,26.8,57.0,0.0,99.2,1140,1,1,1,1
169,50700000,845.000,26.7,57.0,0.0,99.2,1140,1,1,1,1
170,51000000,850.000,26.7,56.0,0.0,99.2,1140,1,1,1,1
171,51300000,855.000,27.0,56.0,0.0,99.3,1139,1,1,1,1
172,51600000,860.000,26.7,56.0,0.0,99.3,1139,1,1,1,1
173,51900000,865.000,26.7,56.0,0.0,99.2,1140,1,1,1,1
174,52200000,870.000,26.7,56.0,0.0,99.3,1138,1,1,1,1
175,52500000,875.000,26.7,56.0,0.0,99.3,1139,1,1,1,1
176,52800000,880.000,26.8,58.0,0.0,99.2,1140,1,1,1,1
177,53100000,885.000,26.7,58.0,0.0,99.2,1140,1,1,1,1
178,53400000,890.000,26.8,58.0,0.0,99.3,1138,1,1,1,1
179,53700000,895.000,26.7,58.0,0.0,99.3,1139,1,1,1,1
180,54000000,900.000,26.7,58.0,0.0,99.3,1138,1,1,1,1
181,54300000,905.000,26.6,58.0,0.0,99.3,1139,1,1,1,1
182,54600000,910.000,26.7,58.0,0.0,99.3,1139,1,1,1,1
183,54900000,915.000,26.7,58.0,0.0,99.3,1138,1,1,1,1
184,55200000,920.000,26.7,58.0,0.0,99.3,1139,1,1,1,1
185,55500000,925.000,26.8,58.0,0.0,99.3,1139,1,1,1,1
186,55800000,930.000,26.8,57.0,0.0,99.3,1139,1,1,1,1
187,56100000,935.000,26.7,57.0,0.0,99.2,1140,1,1,1,1
188,56400000,940.000,27.0,57.0,0.0,99.3,1139,1,1,1,1
189,56700000,945.000,26.7,57.0,0.0,99.3,1139,1,1,1,1
190,57000000,950.000,26.7,57.0,0.0,99.3,1139,1,1,1,1
191,57300000,955.000,26.7,57.0,0.0,99.3,1139,1,1,1,1
192,57600000,960.000,26.8,57.0,0.0,99.1,1141,1,1,1,1
193,57900000,965.000,26.7,56.0,0.0,99.3,1139,1,1,1,1
194,58200000,970.000,26.7,57.0,0.0,99.3,1138,1,1,1,1
195,58500000,975.000,27.0,57.0,0.0,99.3,1139,1,1,1,1
196,58800000,980.000,26.9,57.0,0.0,99.1,1141,1,1,1,1
197,59100000,985.000,26.7,58.0,0.0,99.3,1138,1,1,1,1
198,59400000,990.000,26.7,58.0,0.0,99.3,1139,1,1,1,1
199,59700000,995.000,27.0,58.0,0.0,99.3,1139,1,1,1,1
200,60000000,1000.000,26.7,59.0,0.0,99.2,1140,1,1,1,1
201,60300000,1005.000,26.7,59.0,0.0,99.3,1139,1,1,1,1
202,60600000,1010.000,26.6,60.0,0.0,99.2,1140,1,1,1,1
203,60900000,1015.000,26.6,60.0,0.0,99.3,1139,1,1,1,1
204,61200000,1020.000,26.6,60.0,0.0,99.3,1139,1,1,1,1
205,61500000,1025.000,26.6,59.0,0.0,99.2,1140,1,1,1,1
206,61800000,1030.000,26.8,59.0,0.0,99.2,1140,1,1,1,1
207,62100000,1035.000,27.0,59.0,0.0,99.2,1140,1,1,1,1
208,62400000,1040.000,26.6,59.0,0.0,99.2,1140,1,1,1,1
209,62700000,1045.000,26.5,59.0,0.0,99.2,1140,1,1,1,1
210,63000000,1050.000,27.0,59.0,0.0,99.3,1138,1,1,1,1
211,63300000,1055.000,26.6,58.0,0.0,99.3,1138,1,1,1,1
212,63600000,1060.000,26.6,59.0,0.0,99.3,1139,1,1,1,1
213,63900000,1065.000,26.6,57.0,0.0,99.4,1137,1,1,1,1
214,64200000,1070.000,26.6,58.0,0.0,99.1,1141,1,1,1,1
215,64500000,1075.000,26.6,58.0,0.0,99.3,1139,1,1,1,1
216,64800000,1080.000,26.5,58.0,0.0,99.3,1139,1,1,1,1
217,65100000,1085.000,26.8,58.0,0.0,99.3,1138,1,1,1,1
218,65400000,1090.000,26.6,58.0,0.0,99.2,1140,1,1,1,1
219,65700000,1095.000,26.6,58.0,0.0,99.3,1138,1,1,1,1
220,66000000,1100.000,26.6,58.0,0.0,99.2,1140,1,1,1,1
221,66300000,1105.000,26.7,58.0,0.0,99.3,1139,1,1,1,1
222,66600000,1110.000,26.7,58.0,0.0,99.3,1138,1,1,1,1
223,66900000,1115.000,26.6,57.0,0.0,99.3,1138,1,1,1,1
224,67200000,1120.000,26.6,57.0,0.0,99.3,1138,1,1,1,1
225,67500000,1125.000,26.7,57.0,0.0,99.3,1138,1,1,1,1
226,67800000,1130.000,26.6,57.0,0.0,99.3,1138,1,1,1,1
227,68100000,1135.000,26.6,57.0,0.0,99.2,1140,1,1,1,1
228,68400000,1140.000,26.5,57.0,0.0,99.3,1139,1,1,1,1
229,68700000,1145.000,26.6,57.0,0.0,99.4,1137,1,1,1,1
230,69000000,1150.000,26.6,56.0,0.0,99.3,1138,1,1,1,1
231,69300000,1155.000,26.6,56.0,0.0,99.3,1138,1,1,1,1
232,69600000,1160.000,26.5,56.0,0.0,99.3,1139,1,1,1,1
233,69900000,1165.000,26.6,56.0,0.0,99.3,1139,1,1,1,1
234,70200000,1170.000,26.6,56.0,0.0,99.3,1139,1,1,1,1
235,70500000,1175.000,26.8,56.0,0.0,99.4,1137,1,1,1,1
236,70800000,1180.000,26.6,56.0,0.0,99.3,1138,1,1,1,1
237,71100000,1185.000,26.5,56.0,0.0,99.3,1138,1,1,1,1
238,71400000,1190.000,26.6,56.0,0.0,99.3,1139,1,1,1,1
239,71700000,1195.000,26.5,56.0,0.0,99.3,1138,1,1,1,1
240,72000000,1200.000,26.6,56.0,0.0,99.3,1138,1,1,1,1
241,72300000,1205.000,26.9,57.0,0.0,99.3,1139,1,1,1,1
242,72600000,1210.000,26.6,57.0,0.0,99.3,1139,1,1,1,1
243,72900000,1215.000,26.7,56.0,0.0,99.3,1138,1,1,1,1
244,73200000,1220.000,26.5,57.0,0.0,99.4,1137,1,1,1,1
245,73500000,1225.000,26.7,57.0,0.0,99.3,1138,1,1,1,1
246,73800000,1230.000,26.6,57.0,0.0,99.4,1137,1,1,1,1
247,74100000,1235.000,26.7,57.0,0.0,99.4,1137,1,1,1,1
248,74400000,1240.000,26.6,57.0,0.0,99.5,1136,1,1,1,1
249,74700000,1245.000,26.7,57.0,0.0,99.3,1138,1,1,1,1
250,75000000,1250.000,26.5,57.0,0.0,99.4,1137,1,1,1,1
251,75300000,1255.000,26.5,56.0,0.0,99.3,1138,1,1,1,1
252,75600000,1260.000,26.7,57.0,0.0,99.3,1138,1,1,1,1
253,75900000,1265.000,26.6,57.0,0.0,99.3,1138,1,1,1,1
254,76200000,1270.000,26.5,56.0,0.0,99.3,1138,1,1,1,1
255,76500000,1275.000,26.5,57.0,0.0,99.3,1138,1,1,1,1
256,76800000,1280.000,26.5,57.0,0.0,99.3,1138,1,1,1,1
257,77100000,1285.000,26.5,57.0,0.0,99.4,1137,1,1,1,1
258,77400000,1290.000,26.7,58.0,0.0,99.3,1138,1,1,1,1
259,77700000,1295.000,26.8,58.0,0.0,99.3,1138,1,1,1,1
260,78000000,1300.000,26.8,58.0,0.0,99.5,1136,1,1,1,1
261,78300000,1305.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
262,78600000,1310.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
263,78900000,1315.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
264,79200000,1320.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
265,79500000,1325.000,26.5,59.0,0.0,99.4,1137,1,1,1,1
266,79800000,1330.000,26.9,58.0,0.0,99.4,1137,1,1,1,1
267,80100000,1335.000,26.6,58.0,0.0,99.5,1136,1,1,1,1
268,80400000,1340.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
269,80700000,1345.000,26.8,58.0,0.0,99.4,1137,1,1,1,1
270,81000000,1350.000,26.7,58.0,0.0,99.3,1138,1,1,1,1
271,81300000,1355.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
272,81600000,1360.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
273,81900000,1365.000,26.6,58.0,0.0,99.3,1139,1,1,1,1
274,82200000,1370.000,26.6,58.0,0.0,99.4,1137,1,1,1,1
275,82500000,1375.000,26.5,58.0,0.0,99.4,1137,1,1,1,1
276,82800000,1380.000,26.5,59.0,0.0,99.3,1138,1,1,1,1
277,83100000,1385.000,26.9,59.0,0.0,99.4,1137,1,1,1,1
278,83400000,1390.000,26.6,60.0,0.0,99.3,1138,1,1,1,1
279,83700000,1395.000,26.5,60.0,0.0,99.4,1137,1,1,1,1
280,84000000,1400.000,26.6,59.0,0.0,99.3,1138,1,1,1,1
281,84300000,1405.000,26.5,59.0,0.0,99.3,1138,1,1,1,1
282,84600000,1410.000,26.6,59.0,0.0,99.3,1138,1,1,1,1
283,84900000,1415.000,26.6,59.0,0.0,99.3,1139,1,1,1,1
284,85200000,1420.000,26.6,59.0,0.0,99.4,1137,1,1,1,1
285,85500000,1425.000,26.6,63.0,98.3,99.4,1137,1,1,1,1
286,85800000,1430.000,26.5,61.0,94.2,99.4,1137,1,1,1,1
287,86100000,1435.000,26.5,62.0,90.0,99.5,1136,1,1,1,1
288,86400000,1440.000,26.4,62.0,85.8,99.4,1137,1,1,1,1
